age,gender,bmi,children,smoker,region,charges
37,male,18.134573642495994,1,yes,northeast,29257.630886297087
41,female,34.22482851976129,1,no,southeast,9510.84180706816
29,male,21.58716653711327,4,no,southwest,15964.660465591149
52,female,25.11498550565691,3,no,northeast,10414.06830797721
50,female,24.892746800444318,3,no,northwest,17182.83101857277
50,female,27.229626791236402,1,no,northeast,12589.68722968503
60,female,29.262948850157187,2,no,southwest,16795.46950302112
54,female,29.44189395343898,2,no,northeast,17402.411356584067
29,female,23.667690245724245,0,no,southwest,8297.589176677708
20,female,25.331513144854355,0,no,northeast,10329.446104280383
18,female,27.1303198019532,4,no,northwest,16469.95558229506
50,male,25.00523549526581,1,yes,northeast,30486.79340542106
57,male,32.42938230407997,0,yes,northwest,31710.454376524238
27,male,27.963899806553005,0,no,northwest,3770.1979078103286
60,male,28.93951114419927,1,no,northeast,11983.521347895521
61,female,28.65152507466965,4,no,northwest,19068.31220306715
46,male,30.6938954299413,0,yes,southeast,31831.32630510359
30,female,26.724086234814827,4,no,northeast,14844.095189879345
29,male,20.812672208176615,3,no,northeast,11407.47197213114
48,male,27.598751807010565,4,no,northwest,14544.686555385859
63,male,23.394572424832685,2,no,northwest,14107.164962813364
19,female,23.885533273000974,2,no,northeast,14801.70360473586
52,male,28.345456075020373,4,no,southeast,19411.30528479814
40,female,30.953132285734544,2,no,northwest,16069.785281857266
34,female,26.08508630694425,3,yes,northwest,32816.90879606035
43,male,27.235332050395854,1,yes,southwest,28600.16688987473
25,male,32.80885977854095,2,no,southeast,10619.617027532055
46,male,26.963012717954275,2,no,southeast,13798.34032527558
43,female,36.40673245672158,4,no,northeast,15593.088804385803
27,male,28.262038582526177,3,no,southeast,12339.226883685693
43,female,18.95694896337673,1,no,northeast,10127.278628057413
51,female,29.01336648441813,4,no,southwest,16260.822684757024
58,male,27.52463353953111,4,no,southeast,15057.560673256561
24,male,31.159011016330982,3,no,northwest,15211.109599685713
21,female,28.692725405079834,1,no,southwest,9930.287970785097
62,female,25.446176064064904,3,no,northeast,18847.29494807324
28,female,21.102807054842536,1,no,southwest,7579.148501495115
46,male,25.163906970855898,3,no,northeast,17152.62688026612
53,female,22.5979181831628,4,yes,southwest,41358.60838897377
42,male,23.67790620078111,4,no,northeast,17724.42946447371
38,female,28.35431361768244,0,no,southeast,8250.990134643167
53,female,32.67961801740562,2,yes,northwest,36126.08490249961
27,male,27.578686119291923,3,no,northeast,12900.16244526723
54,female,21.216467751859263,0,no,southwest,8751.432884642496
26,male,27.77841067288056,2,yes,northeast,33522.20291358276
41,male,30.786525946582604,3,no,northeast,15979.204549742124
52,female,23.56086838272247,1,no,northeast,14610.191306900058
52,male,25.46393133330833,2,yes,southwest,33407.940288174526
53,male,26.058752778916787,4,no,northwest,17829.401394443335
35,female,22.86040674767104,0,no,southeast,7366.978009537056
56,male,28.593121735375437,2,yes,northwest,33078.25746970068
49,male,25.516207405568874,2,no,northeast,15632.091278346958
41,male,27.67812977562811,4,no,southwest,22007.049284353932
40,female,22.4500312887916,3,yes,northwest,34235.545522867695
49,male,24.25016679870636,1,yes,northeast,30539.008112649986
54,female,28.889525431311085,4,no,southeast,17687.258118848036
29,female,24.508667391632933,1,no,southeast,8540.53354479924
30,male,32.90785540493362,3,no,southeast,18881.138453468327
40,male,24.401455257541592,2,no,northeast,11563.038960480217
42,male,26.898738903007544,1,no,southwest,10409.214178822429
52,female,29.73036332749236,0,no,northwest,8665.364161196529
58,male,20.326537068267875,0,no,southeast,11387.29754772614
47,male,18.956764752076896,4,no,northeast,17565.540875698025
34,male,19.89737474171962,3,no,northeast,12125.64244839488
37,male,31.050336413708727,4,yes,northwest,36124.408088105585
42,male,23.792567416430213,4,yes,southeast,40265.86674107111
39,female,36.23279714267301,4,no,northeast,19211.974941072138
30,female,23.743009605370446,0,no,northwest,8203.370790894596
36,male,26.73820521278815,0,no,southwest,9158.948692609752
53,male,32.1684398102715,4,no,southwest,22522.938738476652
29,male,34.024371552636495,0,no,southwest,7614.445585885878
58,male,34.24601430654559,3,no,southeast,17856.411820956208
36,female,30.83346492237257,4,no,northwest,17428.76257114949
29,male,30.09625010324585,0,no,northwest,5476.898370069721
26,female,28.37010779680473,1,no,northeast,8441.73852619826
24,female,29.11344430466655,4,no,northeast,18316.038515495187
45,male,23.795257134685865,4,no,northeast,19020.426992660236
31,female,22.72720446631077,3,no,northwest,15974.133750204062
48,female,25.986502170356193,2,no,northeast,12819.119989008435
36,female,25.319261509900286,2,no,northwest,11732.461821742385
64,female,24.1870878026909,3,no,northwest,13823.869009923934
33,male,28.78554978982686,3,yes,southwest,36920.97904259799
22,male,29.821220834282045,3,no,northeast,16357.548704388602
52,female,26.353627545167388,2,no,southwest,16638.567442104693
29,male,31.910120324221047,3,no,southeast,18490.206571798688
42,male,21.43324354346598,0,no,southeast,10044.217186979811
38,male,25.225362162881126,4,no,southeast,19958.836105669612
53,male,23.13271071758878,4,no,northwest,17899.050781684244
40,male,18.53385353170776,1,no,northwest,7465.979269988899
33,female,25.669277256629204,1,no,northwest,12155.304805806076
56,male,25.513009966466864,4,no,northeast,15094.823741275979
62,male,32.05379897296852,0,no,southwest,12951.163893580435
59,male,28.52324673821911,2,no,northwest,17515.296951892335
56,male,21.90325270268318,2,yes,southwest,35248.51759207039
31,female,33.41637026533675,0,no,southwest,14339.760194231902
48,female,30.884134782101412,2,no,southwest,11044.968968126326
22,female,28.328390813874464,3,no,northeast,13699.956817703063
52,female,25.094063604600674,4,yes,northeast,38253.72365142545
40,male,22.16224305310608,4,no,southeast,14311.794367635173
46,female,24.511172895715788,0,no,southeast,7292.534418551429
60,male,30.354994478816742,2,yes,southwest,34380.74167411015
28,male,33.53834522373844,1,no,southeast,9308.374456649164
35,male,32.172974113088756,1,no,southwest,11718.605522290016
64,male,24.044602312854902,2,no,northeast,14194.070199695681
29,male,21.521530266843953,1,no,northeast,10535.816768191351
26,female,26.563544987644814,0,yes,northeast,29211.56992993509
27,female,18.926242537748593,0,no,northwest,8863.557919437779
61,female,27.292670856739125,2,yes,southwest,34738.28168097831
34,female,25.409589654805327,1,no,northeast,11050.869189890009
55,male,24.135853992527032,0,no,southwest,12570.257832353465
24,female,19.621187730932817,0,no,southeast,8291.12916255498
63,male,28.054400426278868,3,yes,southeast,41628.835474142616
30,female,23.869196641352353,3,no,northeast,15964.357973533375
57,male,21.320332657158847,0,no,southwest,14136.814145296923
59,male,14.510951146873403,2,no,northeast,9915.31374413987
26,female,25.889940379797455,4,no,southeast,15971.340318239956
44,male,33.089006386678975,4,no,northeast,18369.93627543136
19,male,32.64503685819148,0,no,southwest,8179.047911009866
22,female,24.17161497365491,0,no,southeast,5590.081159791722
46,male,23.59115175855288,0,no,northwest,10392.39880076836
54,female,27.875097024300096,2,yes,southeast,31358.30654002519
55,female,22.006458243246833,3,no,northwest,17306.873725742582
36,female,27.207167599277863,0,no,northeast,7498.011079494492
25,male,29.06432111353876,0,no,northeast,7312.092042466884
62,male,30.90773289553723,1,no,southwest,15258.550118238922
18,male,25.59938369408019,2,yes,northwest,31077.432194548703
39,female,25.185304999292136,0,no,northeast,11044.902822671334
34,male,22.488069652973756,1,yes,northwest,28460.992988308022
24,female,22.69247858384056,4,yes,northeast,35238.58869556575
42,female,25.094084432393892,0,no,southeast,10996.36312050108
62,male,27.46946202726471,0,yes,northeast,32416.291892955738
21,female,29.654338504932998,1,no,southwest,10882.056207912194
53,male,22.78728419727862,2,yes,southeast,36516.085716766465
23,male,31.970754275838086,0,no,southwest,7881.665957428562
48,male,24.915505595829725,4,no,southeast,16566.338245755458
36,male,25.914530822606256,0,no,northwest,9934.715038385923
61,male,23.011153283408706,4,no,southwest,18801.13702797782
56,female,16.303038958908232,3,no,northeast,18844.40713539543
44,female,29.536181585444197,3,no,northwest,17046.78319131895
27,female,28.947375588369734,4,no,northeast,15242.77375709342
43,male,24.874689771527148,2,no,southeast,13976.768053622283
36,male,26.267962868899488,0,no,southeast,7048.193245334831
56,male,28.0637568708164,0,no,northeast,13106.608310877393
20,female,19.74981657245383,3,no,northeast,10205.695386903697
62,male,23.88378929061482,4,no,northwest,21644.13054839237
30,female,29.17705871848731,0,no,northeast,9477.164766066615
45,female,20.982842307323004,0,no,southwest,9170.878060754652
37,male,27.174231728666516,2,no,southwest,14661.514647601056
45,male,20.57367278150638,1,no,northeast,12522.65328832471
25,female,27.865719929734105,3,no,southwest,16733.907357262942
58,male,25.857434070810065,3,no,northeast,19613.610290868946
56,female,19.539472736377963,1,no,northwest,13304.580888332574
18,male,30.658957417828685,0,yes,southwest,26188.25010748258
20,male,23.061633692807803,2,no,southwest,9916.981999107518
30,female,22.758990251942475,2,no,northeast,11856.706228376703
45,male,26.80227678892377,3,no,southwest,18023.89874657494
42,female,30.59454939771486,2,no,southeast,13406.136956868022
50,male,21.936712724086412,1,no,northwest,11254.118959139727
55,female,26.246719399391885,0,no,northwest,14446.04513841323
23,female,27.71526600132229,1,no,southwest,9634.456177509004
61,male,28.772422429052575,4,no,southwest,18585.020705277304
62,female,26.705766221108902,3,no,southeast,19094.445301010073
49,male,24.53188864366671,2,no,southeast,13787.73143408083
62,male,22.68963911740512,4,no,southwest,16420.801673132868
64,male,26.344575532185498,2,no,southwest,17750.743272051848
38,female,21.71144395205757,0,no,southeast,7305.92135860145
33,female,14.31459806602157,0,yes,northeast,28387.171196779153
38,male,27.74623921663067,0,no,southeast,9212.969615751423
28,male,29.61573936434478,2,yes,northeast,33183.35021980868
54,female,16.548270257832648,4,no,northwest,14017.85185487067
53,male,21.96107718116025,0,no,northwest,9629.80104240153
52,male,28.47661704402079,4,no,southeast,21144.99752903556
36,female,34.22998187884679,2,no,northeast,16976.887415552665
37,male,26.083174830701633,4,no,southeast,14934.054202859686
35,female,23.08798823508346,2,no,southeast,14341.196485423632
64,male,25.26841423558064,2,no,northeast,13930.82333826496
58,female,31.49950567659274,3,no,southeast,17350.83661654398
31,male,23.41614328350186,2,no,northwest,11456.031267081496
32,male,22.803231973398987,2,no,southwest,12417.607419410817
48,female,24.069025911271872,1,no,southwest,13802.732912581725
18,male,22.18668556696515,0,no,southeast,7329.169072058222
20,female,26.490681263979184,3,yes,northeast,33045.87273214815
33,male,32.49871383387824,3,no,northeast,17734.36523285208
40,female,27.292317092464117,3,no,northwest,13853.140638025394
28,female,24.99058599149485,1,no,northeast,9645.565113064102
29,female,24.832754924337824,2,yes,northeast,33891.562456755055
27,female,19.747236765213373,0,no,northwest,8758.612423581146
49,male,29.532439108588637,4,yes,southeast,37873.8798668279
33,male,25.68865121194879,2,no,southwest,9411.816709189223
25,female,25.2780803456375,1,no,northwest,10177.332450717122
55,female,38.77243027137944,2,no,southeast,14097.135650469912
29,female,27.195011633462745,2,no,northwest,11913.99959731022
41,male,22.992835799619264,1,no,southeast,13457.896798473335
45,male,24.294569615177828,3,yes,northwest,36693.5172926037
25,male,30.59378283678702,3,yes,southeast,30571.44861133307
45,male,26.45308164215106,0,no,northwest,10191.519337110845
53,female,20.246888086730532,0,no,southeast,9661.660170794812
43,female,29.676915738300814,3,no,northwest,13687.948346209263
25,female,23.327423657844022,4,yes,southwest,36170.04259160421
45,male,33.493191104870185,2,no,southwest,14215.162523392582
45,male,30.320192262858594,4,yes,northeast,37592.97037529272
54,male,24.210712417364995,2,yes,southeast,34648.09023685344
58,female,31.124065446940453,3,no,northwest,16773.044027585118
53,female,26.271422042109613,0,no,southeast,10745.75607615505
44,male,29.411094700488878,0,yes,southwest,29095.569160837906
34,female,27.9389312691779,4,no,southeast,15910.863332590496
26,male,22.614573380036507,0,yes,northwest,29585.859538591056
50,male,23.42580067073015,3,no,southeast,18189.343272760554
37,female,30.119843270324644,4,no,northwest,14306.660159779678
30,male,24.660898671573836,2,yes,southwest,33494.145687693104
45,female,24.385406147032015,0,no,southwest,12297.18200925221
46,male,22.17950968260259,1,no,southwest,14714.753634807152
30,female,27.694396262373843,0,no,northeast,9579.638704245006
63,female,34.25009967697258,2,no,southwest,15035.224219906722
52,female,21.729868342982908,4,yes,southeast,39459.96168069507
23,male,26.09687782669103,2,yes,northeast,29780.870854906374
35,male,31.648882221661715,1,no,southwest,11143.846112019035
22,female,25.681434435017138,3,no,southeast,14102.451201093065
64,female,27.809487184998936,0,yes,southeast,30352.37874376231
42,male,21.750425887412483,4,no,southeast,14907.19938656443
19,male,27.713228388830593,3,yes,northwest,34374.19231474777
27,male,25.251422939981804,2,no,northeast,15484.73299662099
47,female,29.942919982719452,4,no,southeast,21175.052657502816
62,male,30.749544206259003,3,yes,northwest,39764.28121135199
22,male,36.35825456807446,4,no,southwest,19430.02178479436
50,female,28.3185326928543,1,no,southeast,13939.145532934694
18,male,27.303185266328665,1,no,northwest,10160.437512084518
35,male,26.777537206309344,0,no,southeast,10652.743120459163
49,male,24.587334828757246,0,no,northeast,7163.273815891956
64,female,27.353935373846763,1,no,northeast,14269.757673655178
28,female,24.818394359443882,4,no,southwest,15638.103587512313
38,female,26.673843905078456,1,no,southeast,11292.574443304818
43,female,31.27039014243184,0,no,northwest,9631.33359899279
42,female,21.973829738881435,1,no,southwest,12240.975689548464
39,female,30.55951424451618,1,yes,southeast,30376.046829528022
44,female,31.268460269359462,4,no,southwest,17585.98219508782
30,male,25.527725892035686,3,no,northwest,12797.785351102937
50,male,17.51258040396562,0,no,southwest,11727.893274539738
51,female,23.56871205162227,4,no,southwest,18076.552993581612
58,male,31.187978186244436,1,no,southwest,13115.93095765536
52,male,25.90852775080447,1,no,southeast,11634.846160128533
18,female,22.002791070820358,3,no,northwest,12807.761233360814
38,male,23.98090031508713,0,yes,northeast,32044.349837739708
23,male,29.36248010601821,0,no,southeast,5699.455348510299
45,male,28.186934272805516,2,no,northeast,15488.406849920675
34,male,25.044271603321224,0,no,northeast,9352.57899672626
22,male,24.53270235274125,3,yes,southeast,31434.06920310645
48,female,24.432967403824712,2,no,southeast,16733.746580309373
22,female,22.31035926200599,2,no,northwest,12278.560901761353
55,female,32.46150275787777,1,yes,northwest,32976.833945116035
20,male,24.710718123154642,1,no,southwest,5281.173348107481
40,female,30.868634083301984,0,no,northeast,10632.020485658622
54,male,32.085264207689804,2,no,northwest,15727.561672025995
54,male,29.993243592591842,1,no,southwest,11337.22285598613
27,male,24.273518749127806,3,no,northwest,11612.771179728727
27,male,27.61492036134644,1,yes,southeast,31960.0038065083
36,female,25.903217574436336,1,no,northwest,6869.253700245277
34,female,22.38519255707949,2,no,northeast,13028.565510146072
38,male,27.29743712688641,2,no,northwest,12884.613474755559
31,female,21.28384083536079,4,yes,northeast,37094.30965670688
26,male,30.750717553846254,3,yes,southeast,34161.53349104885
63,female,24.14153081080643,2,no,northeast,15886.549930520629
18,female,26.804638623491357,0,no,northwest,5675.378035640852
62,male,27.13315148618457,3,no,southwest,17528.22046489018
30,female,24.96438010518369,3,no,southeast,14978.167756301485
21,male,28.3467752059011,2,yes,northwest,32071.098783731162
18,female,24.1003853735099,3,yes,southeast,33560.61368480309
57,male,29.485189189828976,2,no,southeast,13741.195239062503
49,male,20.616081279013006,1,no,northwest,10718.650876230296
51,female,26.505518318185647,4,yes,northwest,37254.42398520524
45,female,33.755715996233135,1,no,southwest,12698.163688073122
48,male,21.998674701577702,2,no,southeast,16517.165739235657
25,female,23.289020117900595,2,no,southeast,10791.642488928599
56,female,28.05563139863566,1,no,northwest,10924.00736019613
43,male,26.718327127758393,0,no,northeast,10726.956801252863
51,male,27.402520397094236,0,no,northwest,13273.79094228781
20,female,27.956748520590654,0,no,southeast,5068.926000413512
29,male,28.53888587424708,2,no,northwest,16553.398684285596
18,male,30.438799367824892,3,no,southwest,14718.113078211121
61,male,27.63927462771405,2,no,northeast,17695.63650367959
22,female,25.03496938152583,3,no,northwest,16141.137146391795
47,female,28.690294804810925,1,no,southwest,14383.29424637767
47,male,33.599527739580864,4,no,southeast,19198.83435390081
34,female,25.469465014469705,3,yes,northwest,36929.28929127677
64,male,22.101882781317435,0,no,southeast,11909.19953974184
40,female,30.42832267714789,2,no,southwest,16266.633985244858
32,male,25.518475344185607,1,no,southeast,12703.446036398487
54,male,17.309321815943854,0,no,southwest,8218.206820054464
38,female,29.389686708601687,1,yes,southwest,33266.53960567435
31,male,23.85868725618431,4,no,southwest,15736.216162973256
19,female,25.637866870783355,2,yes,northwest,31303.954647724702
28,female,27.327921322276058,2,no,southeast,12519.769762140808
56,male,26.761998719116267,4,no,southeast,19126.34017897397
55,male,28.83780726855616,2,no,northeast,18314.61207816931
51,female,24.258054517720627,3,no,northeast,13367.104746211873
55,male,28.05242319270433,1,no,northeast,9665.797924801296
51,male,24.96181328966433,0,no,northeast,6233.419856668854
35,male,28.955241923550012,4,no,southeast,19429.33691258183
47,male,28.461469936052215,3,no,southwest,14845.419003475123
32,male,22.25824519182162,0,no,southwest,8464.372939029772
44,female,30.343928464700127,0,no,northwest,10239.351444690868
51,female,23.85614621954381,4,no,southwest,16327.24971872004
55,male,29.23223119312458,3,no,southeast,19049.40071373631
50,male,27.469149253605362,0,no,southeast,10238.903914286304
41,male,33.35273470718049,0,no,southeast,10295.076787359329
32,female,25.10613607051259,3,no,northwest,14686.96982958302
47,male,24.60273281552721,2,no,northeast,15141.544169676434
59,female,25.922321576449068,0,no,southwest,9166.511828220919
34,female,24.787280868662897,1,no,southeast,12145.836694666574
22,female,29.1997676077682,3,no,southeast,16939.66056110034
46,male,19.53475756625365,0,no,northeast,6747.755262477647
21,female,21.785270323414583,4,yes,southeast,35656.59795825566
27,male,21.72878831368323,1,no,southwest,9090.155575285346
34,female,29.801230367894302,0,yes,northwest,30758.707235019145
27,male,32.8424534903277,1,no,southeast,8835.172273011838
34,female,25.582203125850114,1,no,southwest,13774.317076457173
37,male,25.32471310723996,2,no,southeast,9549.153008589854
41,female,26.280208652452725,1,no,northeast,10867.479850937478
22,male,30.647513210432763,2,no,southeast,13198.094794077273
51,male,22.290587463237703,3,no,southeast,14727.32630613035
23,male,26.953475930939142,2,no,northwest,10003.892089273755
19,male,29.900790519129718,4,yes,northeast,36324.629377086996
30,female,28.004376679759382,0,yes,northeast,28756.395175934034
60,female,26.758326466394973,3,no,northwest,17363.541632109293
60,male,30.004184370268565,3,no,southeast,19718.213896984962
28,female,15.187070828003051,4,no,southwest,15011.054613143957
64,male,28.71150127812363,2,no,northeast,16781.485555214735
40,male,23.383697267490305,0,no,northeast,7986.79438344837
33,female,18.67746841257417,2,no,southeast,10601.341028341183
48,male,28.044810398099923,1,no,southeast,11839.444822639947
28,male,31.49463418065183,2,no,northeast,12101.396461743103
33,female,25.450205941489234,3,no,southeast,13492.433585972283
25,male,29.811498188811754,0,no,southwest,10792.954473366673
21,male,32.44911303195458,2,no,northeast,12081.615698319809
57,male,31.25965781433619,0,no,southwest,10626.118218307507
21,male,32.559858117485575,0,no,southwest,8668.129171593097
42,female,28.96850996428757,1,no,southeast,12202.157871114328
20,female,26.30173455560637,1,no,southwest,6886.584451933131
49,female,19.592136752411328,3,no,southeast,15303.187456152313
20,male,25.015750047480207,4,no,northwest,14325.781361298847
44,male,22.627013618735234,0,no,southeast,9055.711452583053
46,female,34.68377086999126,4,yes,southwest,40987.810920074226
49,male,25.296456750270654,3,yes,northwest,36232.6350923799
36,male,26.492819227137943,0,no,southeast,11354.43854019825
38,male,28.20594150416187,0,no,southwest,9417.867589054744
22,male,26.174409785489814,4,yes,northeast,38987.05651785809
35,female,32.78020416172301,2,no,northeast,13134.490804881298
45,female,23.50940255306219,1,no,southeast,9960.875237669752
59,female,26.778429820948972,2,no,southeast,16350.29131374374
39,male,23.030117657207807,4,no,northeast,19628.163874930036
38,female,20.719909955117178,1,no,southwest,8042.393390829548
23,female,23.552923636378857,2,no,southwest,10906.01870357137
18,male,25.851852811806353,1,yes,southwest,27748.806672189527
22,male,24.28279110193096,0,yes,southeast,27485.70202598416
58,female,23.230316080504576,2,no,northwest,14820.03584699881
29,female,20.374730145312665,1,yes,northwest,32590.762495255443
43,female,25.667577709485222,1,no,northwest,11216.705956147478
63,female,19.98111850387599,1,no,northwest,16049.568197940458
51,male,29.04022385475841,2,no,northwest,14277.84409891431
31,female,26.329759011738012,3,yes,southeast,36218.915552558035
43,female,20.16979400214028,2,no,southeast,13757.326056273438
62,male,24.763163691800546,4,no,northwest,22659.770797366888
44,female,22.99137437763767,2,no,southeast,10445.970274371144
26,male,27.27669804167672,1,yes,southeast,27727.624172815693
43,male,31.361801784092577,0,no,northwest,14235.60492613529
64,male,18.49931012141702,2,no,southwest,13933.469813027292
39,female,26.460104316589668,2,no,southeast,11852.414147166211
64,female,25.35946881773344,1,no,southwest,11720.44659254698
47,male,28.68536030580186,0,yes,southeast,32733.96397422782
60,female,26.852786512950757,0,yes,southeast,28863.642076139906
34,female,22.992122673044722,4,no,northwest,16444.900824555323
43,male,24.723784257333527,2,no,southeast,12768.756356438924
53,male,22.815896572786045,0,no,northeast,12373.031167008869
18,female,30.304028554394392,0,no,northeast,6733.440386215589
25,male,26.085246594687767,3,yes,northwest,34547.5944771641
52,female,33.60476274301203,3,no,southwest,15578.520201847867
32,female,25.757356744741518,0,no,southwest,12899.353426302705
64,female,23.16637293235815,4,no,southwest,18920.81535069258
39,female,19.945142429548692,0,no,northeast,8917.526969770734
31,male,18.78744129497622,1,no,southwest,13409.508717701085
43,male,19.663456227978042,2,no,southwest,12126.65445138958
45,male,27.068506604045933,4,no,northwest,21248.466006686423
40,male,28.034900092919735,1,no,southwest,10784.037670308026
31,female,19.675237191871467,4,no,northeast,17443.39636764252
41,female,29.580153256304463,1,no,northeast,10870.667370942296
19,male,24.067755793266244,2,yes,northeast,28187.92710971053
62,female,26.587172047942197,2,no,northwest,16346.62311066967
43,female,32.4488825130217,3,no,northwest,18069.583304571406
31,female,29.587357263462128,1,no,southeast,8385.699968039948
24,male,24.92587740837667,3,no,southwest,12785.883362182576
20,male,22.43523109833885,1,no,northwest,11401.517923073814
64,male,17.39273839468278,3,yes,northeast,38600.237901593224
40,female,23.12338672303032,2,no,northeast,12209.5699964319
63,male,25.155479044689223,4,no,northwest,18136.044405668934
60,male,22.051281891395263,3,no,northwest,20896.48865026955
64,male,25.474972131630782,1,no,northwest,10601.130286720441
62,male,26.30740753183507,1,no,southeast,13343.08435754981
35,male,25.100576072767687,2,yes,northeast,29590.721467165647
55,male,23.399989676706163,1,yes,southeast,35129.629289688564
52,female,26.67461868786691,0,no,southeast,10520.67651315671
32,female,27.767762598277635,4,no,southwest,17109.900689194394
42,male,21.638403690228614,3,no,northeast,20737.784619255217
54,male,31.64372951898508,4,yes,northeast,38541.80055232423
45,female,25.60564747086295,2,no,northwest,17118.28132228966
27,female,26.075398491779392,3,no,northwest,13133.615869539502
56,male,28.832857693026227,3,no,southwest,16899.54662343545
34,male,26.932864525054008,0,yes,southeast,34062.923418252
56,male,29.81254653565298,2,yes,northwest,35240.32855260725
39,male,27.148496660807297,1,no,northwest,8580.956523570963
43,female,23.55025050143825,0,no,northeast,9863.837576252625
61,male,27.446014100824407,0,no,northeast,11243.729169830873
42,male,21.425095170717352,4,yes,northwest,37934.19168346772
34,male,26.434238823106092,4,no,northeast,16419.65217796568
30,male,25.867080037422156,4,no,southwest,20604.50523989396
37,female,25.16753257090984,0,no,northwest,9846.97819185384
42,female,25.485849954244276,1,no,northeast,9147.24073539722
21,female,18.472603818009443,3,no,southwest,13349.093604047708
27,male,23.805100369036154,4,yes,northeast,34100.740351665925
20,male,26.37137960456446,1,no,northeast,8778.848235906986
58,female,26.6394255679896,2,no,northeast,13307.003692464275
62,male,21.889299436296167,4,no,northwest,23414.237046412047
35,male,31.062831363458802,3,no,southeast,14329.797042335316
64,female,22.535300607142,2,no,northeast,16775.128703988274
53,female,29.877828802106947,2,yes,southwest,34628.60691666814
64,female,27.70877744748674,3,no,northwest,15624.929144351767
39,female,23.41509076062479,4,yes,northwest,37295.29860579901
51,male,33.10124357043805,0,yes,southwest,32521.632388259026
64,male,21.22545267297408,3,no,northeast,18517.253065509027
25,female,29.676616694440007,3,no,southeast,9190.885029806115
57,male,30.002329272171913,3,no,northeast,15230.774427096201
61,female,23.31751916369342,2,no,southwest,17015.109438043768
36,female,31.569861200257314,1,no,northwest,10066.758314833878
59,male,24.999813941604188,0,no,southeast,11305.888100620223
58,female,27.154774517119428,4,no,northwest,16714.905512966317
54,male,27.041287355084883,4,no,southwest,20271.45967533386
23,male,25.46276503411781,1,no,northeast,11255.092198814711
43,male,29.24323309263913,3,no,southeast,17612.46643087256
51,male,29.173954882208854,0,no,northwest,12999.904601148966
62,female,19.005872107047278,4,no,northwest,22327.800289799066
23,male,31.217360971512612,4,no,northwest,14195.323931084571
54,female,19.350032047857304,3,yes,northeast,34822.656137697275
50,female,30.13018481736663,1,no,southeast,14821.124104080915
39,female,30.506820547310333,0,yes,northeast,32261.80365313703
38,female,21.636134279139206,1,no,northeast,9451.31409285615
23,male,24.35674284818166,1,no,northeast,7812.2278693488315
23,male,21.577181326056255,0,no,southwest,5995.573020138989
21,female,25.14031587884506,0,no,southwest,3917.8732476811197
47,female,24.767862863257037,4,no,southwest,15157.17763565185
28,male,29.118642129077358,4,no,southeast,14129.143135755166
47,female,31.24123498447843,0,no,northeast,10360.05004928442
48,male,31.582735243159824,2,no,northeast,15658.220080299874
41,female,23.751327893686792,4,yes,southwest,37966.94566328474
26,male,25.16311250502189,2,yes,northeast,30615.497994453017
20,female,19.2662472311162,0,no,northeast,6032.025767438242
48,female,22.776519734015245,4,no,northwest,18047.322990302524
57,male,29.85940653238983,1,no,northeast,10679.852192179113
54,female,32.46233129419293,0,no,northwest,13811.347323004764
53,female,21.062604512480313,3,yes,northeast,38870.77055802854
41,male,23.630142963388423,2,yes,southeast,31848.83872462392
48,female,25.89437697216429,0,no,southwest,9182.0030757353
23,male,27.120644635278428,0,yes,northwest,30210.753376746023
19,male,22.761585920313415,4,no,southwest,14653.896818020201
37,female,27.696244177856357,4,no,northwest,18415.73972747453
45,female,24.104642611716336,4,no,northwest,17315.38921239845
28,female,25.942190916486883,3,yes,northwest,37101.05296025792
21,female,28.185136992014797,4,yes,southeast,36717.186654905956
32,female,26.02568907924375,0,yes,northeast,29500.449359687133
23,female,24.254456437893726,4,no,northwest,16432.613077467173
47,female,25.561560784296677,1,no,southeast,10702.084684203912
55,male,25.646548163178657,4,no,northwest,17702.831358790663
19,female,24.51995588047149,3,no,northeast,14438.49127911995
32,male,24.964815749331592,1,no,northwest,10452.825658867236
28,female,32.39458868201887,0,yes,southeast,26923.69572078023
25,female,28.243677791764956,0,no,northeast,11894.944407602552
43,male,24.818078727883357,2,no,southeast,15256.1437345942
62,female,28.787817618042943,1,no,northeast,14032.816171298628
61,female,24.66472204097596,2,no,northeast,14552.99803640007
22,male,30.692498550346563,1,no,southwest,10735.851425129478
23,female,27.478568768792375,1,no,southwest,10830.75395207333
43,female,25.570791423983085,3,no,southwest,11348.15681345652
21,female,27.790867703241112,2,no,northeast,15882.87295961973
36,male,19.716495391726003,3,no,northwest,13020.23138166616
37,female,21.49293012436078,1,no,southeast,10696.188734022486
50,female,21.224299974403777,0,no,southeast,10069.733765558292
37,female,26.571772379054828,1,no,southeast,15008.05491318867
29,female,32.93005999794037,3,yes,southwest,35309.764317574685
64,male,34.92520058477053,2,no,northeast,20562.054705661365
18,male,28.552204405763028,2,no,southwest,12323.895820074833
43,female,28.003377899777828,3,no,northwest,13976.905855543666
31,female,18.795769063389045,2,no,northeast,12369.414936205609
55,male,23.829304801063913,4,yes,southeast,38262.982556570176
54,male,22.848864992367044,0,no,southwest,8231.859030191543
28,female,23.516609606995537,0,yes,southwest,28515.445538944485
53,male,25.32742472566084,0,no,northwest,10409.69044483188
30,female,24.11163768921149,2,no,northwest,13112.843410917081
